OBJECTID,route_id,direction_id,time_period,speed_mph,base64_url,org_id,agency,district_name,route_name,Shape_Length
4876,604,0,all_day,15.43102335,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Fairlands,15342.6789684678
4877,604,1,peak,12.3408141,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Fairlands,16734.9611361251
4878,604,1,all_day,12.3408141,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Fairlands,16734.9611361251
4879,11,0,offpeak,19.96867701,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Greenville,14002.7632106414
4880,11,0,peak,16.29425939,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Greenville,14002.7632106414
4881,11,0,all_day,18.25723889,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Greenville,14002.7632106414
4882,18,1,peak,11.95741728,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Granada,12297.4148660226
4883,18,1,all_day,11.95741728,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Granada,12297.4148660226
4884,53,1,peak,16.05115458,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Stoneridge,20888.6451684168
4885,53,1,all_day,16.05115458,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Stoneridge,20888.6451684168
4886,53,0,offpeak,9.75476286,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Stoneridge,20888.6451684168
4887,53,0,peak,16.64902482,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Stoneridge,20888.6451684168
4888,53,0,all_day,11.16240041,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Stoneridge,20888.6451684168
4889,609,1,peak,17.53866077,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Del Prado Park,12028.6847855823
4890,609,1,all_day,17.53866077,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Del Prado Park,12028.6847855823
4891,609,0,peak,11.85824276,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Del Prado Park,12479.7087554301
4892,609,0,all_day,11.85824276,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Del Prado Park,12479.7087554301
4893,603,0,peak,11.06032226,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Muirwood Park,6848.93316968995
4894,603,0,all_day,11.06032226,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Muirwood Park,6848.93316968995
4895,603,1,peak,11.22645504,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Muirwood Park,6160.86370626639
4896,603,1,all_day,11.22645504,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Muirwood Park,6160.86370626639
4897,504,0,peak,9.28032426,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Dublin Ranch,13574.1742286241
4898,504,0,all_day,9.28032426,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Dublin Ranch,13574.1742286241
4899,504,1,peak,14.19914998,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Dublin Ranch,15375.893259131
4900,504,1,all_day,14.19914998,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Dublin Ranch,15375.893259131
4901,601,0,peak,18.39787616,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Ruby Hill,20961.8909727116
4902,601,0,all_day,18.39787616,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Ruby Hill,20961.8909727116
4903,601,1,peak,22.22377494,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Ruby Hill,21809.9659598451
4904,601,1,all_day,22.22377494,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Ruby Hill,21809.9659598451
4905,30R,0,offpeak,13.88378985,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Dublin - Livermore via College,30888.1745196621
4906,30R,0,peak,14.20901419,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Dublin - Livermore via College,30888.1745196621
4907,30R,0,all_day,14.05582946,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Dublin - Livermore via College,30888.1745196621
4908,30R,1,offpeak,13.07787737,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Dublin - Livermore via College,30731.1567803652
4909,30R,1,peak,13.16424158,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Dublin - Livermore via College,30731.1567803652
4910,30R,1,all_day,13.11897263,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Dublin - Livermore via College,30731.1567803652
4911,3,0,offpeak,14.10803968,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Stoneridge,12027.73857132
4912,3,0,peak,13.40678087,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Stoneridge,12027.73857132
4913,3,0,all_day,13.66671435,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Stoneridge,12027.73857132
4914,3,1,offpeak,10.92734736,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Stoneridge,7964.6989120197
4915,3,1,peak,12.0500869,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Stoneridge,7964.6989120197
4916,3,1,all_day,11.63771038,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Stoneridge,7964.6989120197
4917,501,1,peak,15.45882964,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Positano Hill,23260.0572054046
4918,501,1,all_day,15.45882964,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Positano Hill,23260.0572054046
4919,501,0,peak,11.05576898,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Positano Hill,14999.9428287456
4920,501,0,all_day,11.05576898,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Positano Hill,14999.9428287456
4921,502,0,peak,11.86339522,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Emerald Glen,17759.9161056348
4922,502,0,all_day,11.86339522,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Emerald Glen,17759.9161056348
4923,502,1,peak,8.72796282,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Emerald Glen,18229.048466607
4924,502,1,all_day,8.72796282,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Emerald Glen,18229.048466607
4925,54,0,offpeak,20.19572196,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Hacienda,13566.9214420372
4926,54,0,peak,16.75723892,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Hacienda,13566.9214420372
4927,54,0,all_day,18.99424835,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Hacienda,13566.9214420372
4928,54,1,peak,15.65742498,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Hacienda,27349.9841344686
4929,54,1,all_day,15.65742498,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Hacienda,27349.9841344686
4930,20X,0,peak,16.27304791,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Vasco,33404.7394914629
4931,20X,0,all_day,16.27304791,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Vasco,33404.7394914629
4932,20X,1,peak,29.6137461,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Vasco,33544.3347130582
4933,20X,1,all_day,29.6137461,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Vasco,33544.3347130582
4934,607,0,peak,16.12128775,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Laguna Oaks,10309.4373797686
4935,607,0,all_day,16.12128775,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Laguna Oaks,10309.4373797686
4936,607,1,peak,14.96456373,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Laguna Oaks,13202.0259410766
4937,607,1,all_day,14.96456373,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Laguna Oaks,13202.0259410766
4938,2,0,offpeak,23.0922499,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,East Dublin,23365.3274112317
4939,2,0,peak,12.38035878,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,East Dublin,23365.3274112317
4940,2,0,all_day,12.92694446,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,East Dublin,23365.3274112317
4941,14,0,offpeak,16.8691846,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Outlets,25038.5671116572
4942,14,0,peak,17.80665128,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Outlets,25038.5671116572
4943,14,0,all_day,17.40985911,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Outlets,25038.5671116572
4944,14,1,offpeak,16.84319145,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Outlets,24619.9613150881
4945,14,1,peak,17.93800192,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Outlets,24619.9613150881
4946,14,1,all_day,17.52119564,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Outlets,24619.9613150881
4947,503,0,peak,13.97295847,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Shannon Park,17093.8583604789
4948,503,0,all_day,13.97295847,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Shannon Park,17093.8583604789
4949,503,1,offpeak,13.13197558,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Shannon Park,14287.2918954218
4950,503,1,peak,13.53742471,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Shannon Park,14287.2918954218
4951,503,1,all_day,13.33624679,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Shannon Park,14287.2918954218
4952,10R,0,offpeak,13.28711563,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Stanley,22183.4374321153
4953,10R,0,peak,13.47258245,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Stanley,22183.4374321153
4954,10R,0,all_day,13.38133815,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Stanley,22183.4374321153
4955,10R,1,offpeak,19.76011946,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Stanley,21423.8294148416
4956,10R,1,peak,17.2097577,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Stanley,21423.8294148416
4957,10R,1,all_day,18.46812738,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Pleasanton - Livermore via Stanley,21423.8294148416
4958,608,0,peak,10.13200911,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Amaral Park,9099.77318185952
4959,608,0,all_day,10.13200911,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Amaral Park,9099.77318185952
4960,608,1,peak,15.7665967,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Amaral Park,9234.02700520607
4961,608,1,all_day,15.7665967,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Amaral Park,9234.02700520607
4962,8,0,offpeak,13.5186042,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Hopyard,30936.3078172932
4963,8,0,peak,13.43567883,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Hopyard,30936.3078172932
4964,8,0,all_day,13.47023475,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Hopyard,30936.3078172932
4965,15,0,offpeak,15.62335396,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Springtown,27516.4149436368
4966,15,0,all_day,15.62335396,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,recANs4M9yDhvDyob,Livermore-Amador Valley Transit Authority,04 - Oakland,Springtown,27516.4149436368
4967,568,0,offpeak,8.83963343,aHR0cHM6Ly9sYWRvdGJ1cy5jb20vZ3Rmcw==,rec4pgjrmdhCh4z01,City of Los Angeles,07 - Los Angeles,Lincoln Heights/Chinatown Counterclockwise,15339.4765262133
4968,568,0,peak,9.24615645,aHR0cHM6Ly9sYWRvdGJ1cy5jb20vZ3Rmcw==,rec4pgjrmdhCh4z01,City of Los Angeles,07 - Los Angeles,Lincoln Heights/Chinatown Counterclockwise,15339.4765262133
4969,568,0,all_day,9.06054396,aHR0cHM6Ly9sYWRvdGJ1cy5jb20vZ3Rmcw==,rec4pgjrmdhCh4z01,City of Los Angeles,07 - Los Angeles,Lincoln Heights/Chinatown Counterclockwise,15339.4765262133
4970,28,1,offpeak,23.7290898,aHR0cHM6Ly9sYWRvdGJ1cy5jb20vZ3Rmcw==,rec4pgjrmdhCh4z01,City of Los Angeles,07 - Los Angeles,CE448 - Rancho Palos Verdes,60847.1004062344
4971,28,1,peak,19.23825273,aHR0cHM6Ly9sYWRvdGJ1cy5jb20vZ3Rmcw==,rec4pgjrmdhCh4z01,City of Los Angeles,07 - Los Angeles,CE448 - Rancho Palos Verdes,60847.1004062344
4972,28,1,all_day,23.0081959,aHR0cHM6Ly9sYWRvdGJ1cy5jb20vZ3Rmcw==,rec4pgjrmdhCh4z01,City of Los Angeles,07 - Los Angeles,CE448 - Rancho Palos Verdes,60847.1004062344
